filepath,source,source_group,class_name,label,is_plant,split,unknown_subtype,source_id
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_brightness_27.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_pil_brightness_36.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoom34.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/10.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00748_eebeca227aeb.png,cifar10,cifar10::eebeca227aebd38f,Unclassified,6,0,train,animal,cat
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_color_2.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flippil_brightness_31.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00465_86d3db01e94a.png,cifar10,cifar10::86d3db01e94a69b6,Unclassified,6,0,train,animal,horse
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/pil_constract_9.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00504_fe2baa2e1b30.png,cifar10,cifar10::fe2baa2e1b30fc3d,Unclassified,6,0,train,object_vehicle,airplane
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00316_6271602525a2.png,cifar10,cifar10::6271602525a2bcb0,Unclassified,6,0,train,object_vehicle,ship
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoom14.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/pil_constract_8.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_brightness_14.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/pil_constract_34.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_brightness_6.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/pil_sharpness_25.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_constract_11.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_pil_sharpness_21.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/pil_constract_12.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_color_37.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_constract_8.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoompil_sharpness_31.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_29.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_brightness_38.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00381_ca73da96da3b.png,cifar10,cifar10::ca73da96da3b4d73,Unclassified,6,0,train,animal,frog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_brightness_29.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00377_a0060999e6b2.png,cifar10,cifar10::a0060999e6b2c2d0,Unclassified,6,0,train,animal,bird
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoom22.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_color_8.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_sharpness_19.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_brightness_25.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoom34.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00536_ef10f1dfe357.png,cifar10,cifar10::ef10f1dfe35710f2,Unclassified,6,0,train,animal,dog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_constract_40.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_sharpness_37.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00729_c2b6cd53b727.png,cifar10,cifar10::c2b6cd53b727f47b,Unclassified,6,0,train,object_vehicle,airplane
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flippil_brightness_14.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/pil_sharpness_37.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/vertical_flippil_sharpness_29.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/random_crop_pil_brightness_17.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/vertical_flippil_color_20.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoom9.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_constract_16.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/pil_color_19.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_34.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/pil_brightness_31.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00657_4224ec10bf59.png,cifar10,cifar10::4224ec10bf59fa19,Unclassified,6,0,train,object_vehicle,ship
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00766_f598597b76f1.png,cifar10,cifar10::f598597b76f1d369,Unclassified,6,0,train,animal,frog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_pil_brightness_33.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00573_4fb4f725a5b9.png,cifar10,cifar10::4fb4f725a5b943e3,Unclassified,6,0,train,object_vehicle,automobile
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00111_c8505bcda0ea.png,cifar10,cifar10::c8505bcda0ea8651,Unclassified,6,0,train,animal,horse
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_color_37.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_pil_constract_5.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/pil_constract_1.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_color_3.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_brightness_31.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_pil_color_24_.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_constract_29.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00139_4984f647ae85.png,cifar10,cifar10::4984f647ae85c86c,Unclassified,6,0,train,animal,bird
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoompil_color_24.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_pil_constract_39.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoom14.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_35.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_sharpness_23.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/pil_constract_4.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_pil_constract_34.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00021_4d61eaf0c4f7.png,cifar10,cifar10::4d61eaf0c4f754f2,Unclassified,6,0,train,object_vehicle,airplane
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_sharpness_2.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flippil_color_13.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flippil_brightness_16.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00510_736956b57d1b.png,cifar10,cifar10::736956b57d1bbefe,Unclassified,6,0,train,animal,bird
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/vertical_flippil_brightness_25.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_color_15.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flip14.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/pil_sharpness_33.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_color_26.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_color_37.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_constract_36.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_constract_11.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoompil_constract_1.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_brightness_8.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_sharpness_23.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_sharpness_32.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_brightness_20.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_color_22_.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_constract_4.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_brightness_7.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flippil_brightness_40.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00233_09c0cb52316e.png,cifar10,cifar10::09c0cb52316e6761,Unclassified,6,0,train,animal,bird
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/pil_brightness_37.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_pil_constract_20.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00693_973da13013d5.png,cifar10,cifar10::973da13013d5af72,Unclassified,6,0,train,object_vehicle,automobile
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoompil_color_6.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00201_bcf305629c23.png,cifar10,cifar10::bcf305629c234df0,Unclassified,6,0,train,animal,deer
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/16.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_40.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_constract_2.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_25.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_39.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/pil_brightness_24.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flip36.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_constract_15.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_constract_39.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00286_5650f63eea54.png,cifar10,cifar10::5650f63eea544878,Unclassified,6,0,train,object_vehicle,truck
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_constract_21.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_constract_10.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00369_52c792afe659.png,cifar10,cifar10::52c792afe659f74d,Unclassified,6,0,train,object_vehicle,truck
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoompil_constract_1.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00480_3b36ac343ab5.png,cifar10,cifar10::3b36ac343ab5aec8,Unclassified,6,0,train,animal,bird
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_brightness_24.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00397_82aa6a16ae44.png,cifar10,cifar10::82aa6a16ae440714,Unclassified,6,0,train,object_vehicle,truck
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoompil_sharpness_23.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00260_fe685aa9f379.png,cifar10,cifar10::fe685aa9f3798df1,Unclassified,6,0,train,animal,dog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flippil_brightness_21.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_constract_35.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoompil_brightness_17.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flippil_constract_36.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_sharpness_4.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_sharpness_1.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
